number_sta,date,precip
14126001,2018-11-27,13.5
14126001,2018-11-28,5.5
14126001,2018-11-29,0.5
14126001,2018-11-30,3.5
14126001,2018-12-01,7.5
14126001,2018-12-02,11.0
14126001,2018-12-03,3.0
14126001,2018-12-04,2.0
14126001,2018-12-05,2.5
14126001,2018-12-06,0.0
14126001,2018-12-07,5.5
14126001,2018-12-08,3.0
14126001,2018-12-09,4.5
14126001,2018-12-10,2.0
14126001,2018-12-11,0.0
14126001,2018-12-12,0.0
14126001,2018-12-13,0.0
14126001,2018-12-14,0.0
14126001,2018-12-15,0.5
14126001,2018-12-16,3.5
14126001,2018-12-17,2.0
14126001,2018-12-18,2.5
14126001,2018-12-19,0.0
14126001,2018-12-20,0.5
14126001,2018-12-21,3.5
14126001,2018-12-22,0.5
14126001,2018-12-23,7.5
14126001,2018-12-24,5.0
14126001,2018-12-25,0.5
14126001,2018-12-26,0.0
14126001,2018-12-27,0.0
14126001,2018-12-28,0.0
14126001,2018-12-29,0.0
14126001,2018-12-30,1.0
14126001,2018-12-31,0.5
14137001,2018-01-01,6.800000000000001
14137001,2018-01-02,0.2
14137001,2018-01-03,10.6
14137001,2018-01-04,15.700000000000001
14137001,2018-01-05,0.4
14137001,2018-01-06,0.0
14137001,2018-01-07,0.4
14137001,2018-01-08,0.0
14137001,2018-01-09,0.6000000000000001
14137001,2018-01-10,0.0
14137001,2018-01-11,0.4
14137001,2018-01-12,0.2
14137001,2018-01-13,0.0
14137001,2018-01-14,0.0
14137001,2018-01-15,6.800000000000001
14137001,2018-01-16,9.4
14137001,2018-01-17,2.0
14137001,2018-01-18,4.4
14137001,2018-01-19,5.8
14137001,2018-01-20,10.4
14137001,2018-01-21,5.2
14137001,2018-01-22,6.0
14137001,2018-01-23,0.0
14137001,2018-01-24,2.2
14137001,2018-01-25,0.0
14137001,2018-01-26,0.6000000000000001
14137001,2018-01-27,0.2
14137001,2018-01-28,0.2
14137001,2018-01-29,0.2
14137001,2018-01-30,1.4000000000000001
14137001,2018-01-31,5.6000000000000005
14137001,2018-02-01,2.0
14137001,2018-02-02,0.2
14137001,2018-02-03,1.6
14137001,2018-02-04,0.0
14137001,2018-02-05,0.2
14137001,2018-02-06,0.2
14137001,2018-02-07,4.4
14137001,2018-02-08,0.6000000000000001
14137001,2018-02-09,5.0
14137001,2018-02-10,0.4
14137001,2018-02-11,2.4000000000000004
14137001,2018-02-12,1.2000000000000002
14137001,2018-02-13,1.4000000000000001
14137001,2018-02-14,3.0
14137001,2018-02-15,0.4
14137001,2018-02-16,0.0
14137001,2018-02-17,0.0
14137001,2018-02-18,1.8
14137001,2018-02-19,1.4000000000000001
14137001,2018-02-20,2.6
14137001,2018-02-21,0.4
14137001,2018-02-22,0.0
14137001,2018-02-23,0.0
14137001,2018-02-24,0.0
14137001,2018-02-25,0.0
14137001,2018-02-26,0.0
14137001,2018-02-27,0.0
14137001,2018-02-28,0.0
14137001,2018-03-01,1.0
14137001,2018-03-02,0.8
14137001,2018-03-03,0.6000000000000001
14137001,2018-03-04,3.1999999999999997
14137001,2018-03-05,1.8
14137001,2018-03-06,2.2
14137001,2018-03-07,5.2
14137001,2018-03-08,5.2
14137001,2018-03-09,3.0
14137001,2018-03-10,1.2000000000000002
14137001,2018-03-11,2.6
14137001,2018-03-12,0.8
14137001,2018-03-13,0.0
14137001,2018-03-14,1.2000000000000002
14137001,2018-03-15,1.8
14137001,2018-03-16,2.6
14137001,2018-03-17,0.4
14137001,2018-03-18,0.0
14137001,2018-03-19,1.4000000000000001
14137001,2018-03-20,1.0
14137001,2018-03-21,0.0
14137001,2018-03-22,0.0
14137001,2018-03-23,0.2
14137001,2018-03-24,0.4
14137001,2018-03-25,0.6000000000000001
14137001,2018-03-26,0.0
14137001,2018-03-27,3.2
14137001,2018-03-28,5.4
14137001,2018-03-29,2.4000000000000004
14137001,2018-03-30,11.6
14137001,2018-03-31,0.8
14137001,2018-04-01,3.2
14137001,2018-04-02,0.4
14137001,2018-04-03,0.2
14137001,2018-04-04,2.6
14137001,2018-04-05,0.8
14137001,2018-04-06,0.0
14137001,2018-04-07,5.2
14137001,2018-04-08,6.2
14137001,2018-04-09,3.2
14137001,2018-04-10,1.6
14137001,2018-04-11,0.0
14137001,2018-04-12,0.2
14137001,2018-04-13,0.0
14137001,2018-04-14,5.800000000000001
14137001,2018-04-15,1.4000000000000001
14137001,2018-04-16,0.0
14137001,2018-04-17,0.0
14137001,2018-04-18,0.0
14137001,2018-04-19,0.0
14137001,2018-04-20,0.2
14137001,2018-04-21,3.0000000000000004
14137001,2018-04-22,0.2
14137001,2018-04-23,0.0
14137001,2018-04-24,0.0
14137001,2018-04-25,0.4
14137001,2018-04-26,0.0
14137001,2018-04-27,1.6
14137001,2018-04-28,0.2
14137001,2018-04-29,26.1
14137001,2018-04-30,46.0
14137001,2018-05-01,0.0
14137001,2018-05-02,1.8
14137001,2018-05-03,0.0
14137001,2018-05-04,0.0
14137001,2018-05-05,0.2
14137001,2018-05-06,0.2
14137001,2018-05-07,0.0
14137001,2018-05-08,0.2
14137001,2018-05-09,0.0
14137001,2018-05-10,0.0
14137001,2018-05-11,0.0
14137001,2018-05-12,10.0
14137001,2018-05-13,0.0
14137001,2018-05-14,0.0
14137001,2018-05-15,0.0
14137001,2018-05-16,0.2
14137001,2018-05-17,0.0
14137001,2018-05-18,0.0
14137001,2018-05-19,0.0
14137001,2018-05-20,0.0
14137001,2018-05-21,0.2
14137001,2018-05-22,0.2
14137001,2018-05-23,0.0
14137001,2018-05-24,0.0
14137001,2018-05-25,0.4
14137001,2018-05-26,1.6
14137001,2018-05-27,1.2000000000000002
14137001,2018-05-28,20.8
14137001,2018-05-29,0.4
14137001,2018-05-30,3.8
14137001,2018-05-31,2.8000000000000003
14137001,2018-06-01,2.4
14137001,2018-06-02,0.4
14137001,2018-06-03,0.2
14137001,2018-06-04,8.6
14137001,2018-06-05,6.8
14137001,2018-06-06,0.8
14137001,2018-06-07,2.0
14137001,2018-06-08,0.2
14137001,2018-06-09,3.6
14137001,2018-06-10,0.2
14137001,2018-06-11,0.0
14137001,2018-06-12,0.0
14137001,2018-06-13,0.0
14137001,2018-06-14,0.2
14137001,2018-06-15,0.2
14137001,2018-06-16,0.2
14137001,2018-06-17,0.0
14137001,2018-06-18,0.0
14137001,2018-06-19,0.2
14137001,2018-06-20,0.0
14137001,2018-06-21,0.0
14137001,2018-06-22,0.0
14137001,2018-06-23,0.2
14137001,2018-06-24,0.2
14137001,2018-06-25,0.0
14137001,2018-06-26,0.0
14137001,2018-06-27,0.2
