number_sta,date,ff
14137001,2018-03-10,4.82875
14137001,2018-03-11,5.238333333333333
14137001,2018-03-12,9.202083333333333
14137001,2018-03-13,5.08125
14137001,2018-03-14,6.899583333333334
14137001,2018-03-15,5.255
14137001,2018-03-16,3.65375
14137001,2018-03-17,3.0887499999999997
14137001,2018-03-18,4.233333333333333
14137001,2018-03-19,4.500416666666666
14137001,2018-03-20,4.513333333333334
14137001,2018-03-21,2.1220833333333333
14137001,2018-03-22,4.355833333333334
14137001,2018-03-23,5.48375
14137001,2018-03-24,3.5425
14137001,2018-03-25,2.9254166666666666
14137001,2018-03-26,2.64
14137001,2018-03-27,6.730416666666667
14137001,2018-03-28,5.7675
14137001,2018-03-29,5.30125
14137001,2018-03-30,4.546666666666667
14137001,2018-03-31,5.172916666666667
14137001,2018-04-01,4.113333333333333
14137001,2018-04-02,5.386666666666667
14137001,2018-04-03,5.8275
14137001,2018-04-04,7.287083333333333
14137001,2018-04-05,3.85
14137001,2018-04-06,4.682083333333334
14137001,2018-04-07,4.304166666666666
14137001,2018-04-08,1.975
14137001,2018-04-09,2.61875
14137001,2018-04-10,3.49125
14137001,2018-04-11,2.02875
14137001,2018-04-12,2.754166666666667
14137001,2018-04-13,1.6566666666666667
14137001,2018-04-14,1.5816666666666668
14137001,2018-04-15,4.260416666666667
14137001,2018-04-16,3.8925
14137001,2018-04-17,4.538075313807531
14137001,2018-04-18,4.071666666666667
14137001,2018-04-19,2.1574999999999998
14137001,2018-04-20,1.6283333333333334
14137001,2018-04-21,3.3608333333333333
14137001,2018-04-22,3.6104166666666666
14137001,2018-04-23,3.8379166666666666
14137001,2018-04-24,3.6991666666666663
14137001,2018-04-25,6.248333333333333
14137001,2018-04-26,4.2179166666666665
14137001,2018-04-27,5.73625
14137001,2018-04-28,3.5820833333333337
14137001,2018-04-29,4.5079166666666675
14137001,2018-04-30,6.288749999999999
14137001,2018-05-01,3.5295833333333335
14137001,2018-05-02,5.976249999999999
14137001,2018-05-03,2.566666666666667
14137001,2018-05-04,2.38125
14137001,2018-05-05,3.337083333333333
14137001,2018-05-06,2.4737500000000003
14137001,2018-05-07,1.7716666666666667
14137001,2018-05-08,3.20625
