date,number_sta,precip
2022-03-11,35005001,11.1
2022-03-11,35057003,11.0
2022-03-11,35110003,11.1
2022-03-11,35162003,11.0
2022-03-11,35202001,11.1
2022-03-11,35228001,11.2
2022-03-11,35238003,11.4
2022-03-11,35281001,11.3
2022-03-11,36006004,11.6
2022-03-11,36018004,11.6
2022-03-11,36035002,11.6
2022-03-11,36037001,11.6
2022-03-11,36063001,11.6
2022-03-11,36085001,11.6
2022-03-11,36088004,11.6
2022-03-11,36089003,11.6
2022-03-11,36093002,11.6
2022-03-11,36107001,11.6
2022-03-11,36127002,11.6
2022-03-11,36128001,11.5
2022-03-11,36136001,11.6
2022-03-11,36146001,11.6
2022-03-11,36173002,11.6
2022-03-11,36219001,11.6
2022-03-11,37003004,11.4
2022-03-11,37023002,11.6
2022-03-11,37055002,11.6
2022-03-11,37067003,11.6
2022-03-11,37072002,11.6
2022-03-11,37107001,11.6
2022-03-11,37109001,11.6
2022-03-11,37122003,11.4
2022-03-11,37129002,11.6
2022-03-11,37179001,11.6
2022-03-11,37192001,11.4
2022-03-11,37213003,11.5
2022-03-11,37213004,11.6
2022-03-11,37216002,11.4
2022-03-11,37240001,11.6
2022-03-11,37242002,11.6
2022-03-11,37249001,11.5
2022-03-11,37253001,11.4
2022-03-11,41053001,11.6
2022-03-11,41097001,11.5
2022-03-11,41152001,11.6
2022-03-11,41173003,11.6
2022-03-11,41281001,11.6
2022-03-11,44020001,11.5
2022-03-11,44069002,11.4
2022-03-11,44103001,11.5
2022-03-11,44110002,11.5
2022-03-11,44117002,11.5
2022-03-11,44181001,11.5
2022-03-11,45055001,11.4
2022-03-11,49008001,11.5
2022-03-11,49020001,11.6
2022-03-11,49099003,11.6
2022-03-11,49138001,11.6
2022-03-11,49173001,11.6
2022-03-11,49188001,11.6
2022-03-11,49191001,11.6
2022-03-11,49248003,11.2
2022-03-11,49331003,11.6
2022-03-11,50111001,10.9
2022-03-11,50209001,11.3
2022-03-11,50215002,11.4
2022-03-11,50277001,11.3
2022-03-11,50410003,11.2
2022-03-11,50484002,11.1
2022-03-11,50509002,11.0
2022-03-11,50514001,10.8
2022-03-11,50615001,11.4
2022-03-11,53083001,11.3
2022-03-11,53096004,10.8
2022-03-11,53110002,11.5
2022-03-11,53116003,11.6
2022-03-11,53130008,11.6
2022-03-11,53159002,11.5
2022-03-11,53185001,11.2
2022-03-11,56004001,10.7
2022-03-11,56007001,10.1
2022-03-11,56009001,11.2
2022-03-11,56017003,8.5
2022-03-11,56069001,10.1
2022-03-11,56127001,10.9
2022-03-11,56137001,9.6
2022-03-11,56151001,8.2
2022-03-11,56159001,9.8
2022-03-11,56165003,10.4
2022-03-11,56166005,7.3
2022-03-11,56185001,9.6
2022-03-11,56240003,11.0
2022-03-11,56243001,10.6
2022-03-11,60322001,11.6
2022-03-11,60566001,11.6
2022-03-11,61001001,11.4
2022-03-11,61006005,11.1
2022-03-11,61169003,10.9
2022-03-11,61179001,11.4
2022-03-11,61214002,11.2
2022-03-11,61275001,11.0
2022-03-11,61387001,10.8
2022-03-11,61404001,11.3
2022-03-11,61426001,11.4
2022-03-11,61485002,11.3
2022-03-11,61491002,11.4
2022-03-11,62054001,11.5
2022-03-11,62076002,11.6
2022-03-11,62160001,11.6
2022-03-11,62548002,11.5
2022-03-11,62826001,11.5
2022-03-11,72086001,11.6
2022-03-11,72172003,11.5
2022-03-11,72175002,11.5
2022-03-11,72181001,11.6
2022-03-11,72255001,11.5
2022-03-11,72264001,11.6
2022-03-11,72284001,11.2
2022-03-11,72361001,11.5
2022-03-11,76116001,11.6
2022-03-11,76130001,11.6
2022-03-11,76171001,11.6
2022-03-11,76208001,11.6
2022-03-11,76217001,11.6
2022-03-11,76228001,11.4
2022-03-11,76473001,11.6
2022-03-11,76481001,11.3
2022-03-11,76552001,11.3
2022-03-11,76746001,11.6
2022-03-11,78354001,11.4
2022-03-11,78465001,11.6
2022-03-11,78562001,11.6
2022-03-11,79049004,11.6
2022-03-11,79079013,11.6
2022-03-11,79134001,11.6
2022-03-11,79191005,11.6
2022-03-11,79202003,11.5
2022-03-11,79215001,11.6
2022-03-11,79270003,11.6
2022-03-11,79309001,11.5
2022-03-11,79320002,11.6
2022-03-11,79326004,11.6
2022-03-11,79329001,11.6
2022-03-11,80001001,11.6
2022-03-11,80182003,11.6
2022-03-11,80606002,11.6
2022-03-11,85060002,11.6
2022-03-11,85092004,11.6
2022-03-11,85097001,11.5
2022-03-11,85104001,11.6
2022-03-11,85113001,11.6
2022-03-11,85152001,11.6
2022-03-11,85153002,11.6
2022-03-11,85163001,11.5
2022-03-11,85169002,11.6
2022-03-11,85172001,11.6
2022-03-11,85182004,11.6
2022-03-11,85191003,11.5
2022-03-11,85215002,11.6
2022-03-11,85216001,11.6
2022-03-11,86009001,11.6
2022-03-11,86021002,11.6
2022-03-11,86027001,11.6
2022-03-11,86039001,11.5
2022-03-11,86097001,11.6
2022-03-11,86137003,11.6
2022-03-11,86165005,11.6
2022-03-11,86272002,11.6
2022-03-11,91200002,11.6
2022-03-11,95690001,11.5
2022-03-12,14066001,11.4
2022-03-12,14126001,11.7
2022-03-12,14137001,11.4
2022-03-12,14216001,11.2
2022-03-12,14296001,9.4
2022-03-12,14357002,9.7
2022-03-12,14366002,11.7
2022-03-12,14372001,11.2
2022-03-12,14501002,10.8
2022-03-12,14577003,11.4
2022-03-12,14578001,10.2
2022-03-12,14624001,11.5
2022-03-12,14659001,11.6
2022-03-12,14762004,10.5
2022-03-12,17218001,10.6
2022-03-12,22005003,10.3
2022-03-12,22092001,8.6
2022-03-12,22113006,10.8
2022-03-12,22147006,11.1
2022-03-12,22168001,11.6
2022-03-12,22219003,10.8
2022-03-12,22247002,11.0
2022-03-12,22261002,11.7
2022-03-12,22266001,9.3
2022-03-12,22282001,10.7
2022-03-12,22372001,11.2
2022-03-12,23089001,10.1
2022-03-12,27056003,11.4
2022-03-12,27100001,10.0
2022-03-12,27347001,11.6
2022-03-12,27422001,11.7
2022-03-12,28002001,11.2
2022-03-12,28041001,11.3
2022-03-12,28064002,11.6
2022-03-12,28070001,10.4
2022-03-12,28078001,11.0
2022-03-12,28190001,10.7
2022-03-12,28196003,11.2
2022-03-12,28198001,10.4
2022-03-12,28206001,11.3
2022-03-12,28214003,10.9
2022-03-12,28215001,10.8
2022-03-12,28239002,11.1
2022-03-12,28252002,11.1
2022-03-12,28305001,11.4
2022-03-12,28380003,11.0
2022-03-12,28406001,11.3
2022-03-12,28407001,11.4
2022-03-12,29021001,10.6
2022-03-12,29075001,9.9
2022-03-12,29120001,9.1
2022-03-12,29151004,10.3
2022-03-12,29155005,10.6
2022-03-12,29155008,9.8
2022-03-12,29163003,9.0
2022-03-12,29178001,10.6
2022-03-12,29214001,11.3
2022-03-12,29216001,10.9
2022-03-12,29236001,9.1
2022-03-12,29249002,9.3
2022-03-12,29263002,9.5
2022-03-12,29264001,9.0
2022-03-12,29276001,10.4
2022-03-12,29277001,8.7
2022-03-12,29293001,10.1
2022-03-12,35005001,11.4
2022-03-12,35057003,11.6
2022-03-12,35110003,11.2
2022-03-12,35162003,10.6
2022-03-12,35202001,11.7
2022-03-12,35228001,11.0
2022-03-12,35238003,11.6
2022-03-12,35281001,11.3
2022-03-12,36006004,10.2
2022-03-12,36018004,10.7
2022-03-12,36035002,10.3
2022-03-12,36037001,11.4
2022-03-12,36063001,10.1
2022-03-12,36085001,11.1
2022-03-12,36088004,10.8
2022-03-12,36089003,10.4
2022-03-12,36093002,11.3
2022-03-12,36107001,10.9
2022-03-12,36127002,10.4
2022-03-12,36128001,10.0
2022-03-12,36136001,11.7
2022-03-12,36146001,11.1
2022-03-12,36173002,10.9
2022-03-12,36219001,10.6
2022-03-12,37003004,10.7
2022-03-12,37023002,10.9
2022-03-12,37055002,11.3
2022-03-12,37067003,11.1
2022-03-12,37072002,11.4
2022-03-12,37107001,11.3
2022-03-12,37109001,11.3
2022-03-12,37122003,11.2
2022-03-12,37129002,11.5
2022-03-12,37179001,11.3
2022-03-12,37192001,11.1
2022-03-12,37213003,11.2
2022-03-12,37213004,11.3
2022-03-12,37216002,10.9
2022-03-12,37240001,11.6
2022-03-12,37242002,11.6
2022-03-12,37249001,11.5
2022-03-12,37253001,11.1
2022-03-12,41053001,10.5
2022-03-12,41097001,11.3
2022-03-12,41152001,11.3
2022-03-12,41173003,10.8
2022-03-12,41281001,10.9
2022-03-12,44020001,11.1
2022-03-12,44069002,11.6
2022-03-12,44103001,11.4
2022-03-12,44110002,11.6
2022-03-12,44117002,11.4
2022-03-12,44181001,11.1
2022-03-12,45055001,11.3
2022-03-12,49008001,10.7
2022-03-12,49020001,11.3
2022-03-12,49099003,11.4
2022-03-12,49138001,11.4
2022-03-12,49173001,11.5
2022-03-12,49188001,11.3
2022-03-12,49191001,11.4
2022-03-12,49248003,11.0
2022-03-12,49331003,11.3
2022-03-12,50020001,9.4
2022-03-12,50111001,11.3
2022-03-12,50209001,11.0
2022-03-12,50215002,11.7
2022-03-12,50277001,11.4
2022-03-12,50410003,10.8
2022-03-12,50484002,10.3
2022-03-12,50509002,10.7
2022-03-12,50514001,8.5
2022-03-12,50615001,9.2
2022-03-12,53083001,11.1
2022-03-12,53096004,11.1
2022-03-12,53110002,11.0
2022-03-12,53116003,10.5
2022-03-12,53130008,10.7
2022-03-12,53159002,11.2
2022-03-12,53185001,10.4
2022-03-12,56004001,11.4
2022-03-12,56007001,11.3
2022-03-12,56009001,11.0
2022-03-12,56017003,11.0
2022-03-12,56069001,11.5
2022-03-12,56127001,10.9
2022-03-12,56137001,10.4
2022-03-12,56151001,10.9
2022-03-12,56159001,10.8
2022-03-12,56165003,11.5
2022-03-12,56166005,9.5
2022-03-12,56185001,10.8
2022-03-12,56240003,11.6
2022-03-12,56243001,11.4
2022-03-12,60322001,11.4
2022-03-12,60566001,9.5
2022-03-12,61001001,10.7
2022-03-12,61006005,11.0
2022-03-12,61169003,10.7
2022-03-12,61179001,10.2
2022-03-12,61214002,11.1
2022-03-12,61275001,10.2
2022-03-12,61387001,10.1
2022-03-12,61404001,11.0
2022-03-12,61426001,10.9
2022-03-12,61485002,11.4
2022-03-12,61491002,11.1
2022-03-12,62054001,10.8
2022-03-12,62076002,10.0
2022-03-12,62160001,10.2
2022-03-12,62548002,11.4
2022-03-12,62826001,10.8
2022-03-12,72086001,11.4
2022-03-12,72172003,11.2
2022-03-12,72175002,10.5
2022-03-12,72181001,10.3
2022-03-12,72255001,11.2
2022-03-12,72264001,11.6
2022-03-12,72284001,11.6
2022-03-12,72361001,10.7
2022-03-12,76116001,10.5
2022-03-12,76130001,9.9
2022-03-12,76171001,9.1
2022-03-12,76208001,10.0
2022-03-12,76217001,10.1
2022-03-12,76228001,8.8
2022-03-12,76473001,9.7
2022-03-12,76481001,10.2
2022-03-12,76552001,10.3
2022-03-12,76746001,9.9
2022-03-12,78354001,11.2
2022-03-12,78465001,11.6
2022-03-12,78562001,11.2
2022-03-12,79049004,10.6
2022-03-12,79079013,11.1
2022-03-12,79134001,10.4
2022-03-12,79191005,10.6
2022-03-12,79202003,10.3
2022-03-12,79215001,10.8
2022-03-12,79270003,10.4
2022-03-12,79309001,10.5
2022-03-12,79320002,11.3
2022-03-12,79326004,10.3
2022-03-12,79329001,11.7
2022-03-12,80001001,10.4
2022-03-12,80182003,10.9
2022-03-12,80606002,9.1
2022-03-12,85060002,11.1
2022-03-12,85092004,11.2
2022-03-12,85097001,11.1
2022-03-12,85104001,10.7
2022-03-12,85113001,11.1
2022-03-12,85152001,10.9
2022-03-12,85153002,10.3
2022-03-12,85163001,10.7
2022-03-12,85169002,10.6
2022-03-12,85172001,10.9
2022-03-12,85182004,10.6
2022-03-12,85191003,10.2
2022-03-12,85215002,11.1
2022-03-12,85216001,11.2
2022-03-12,86009001,10.6
2022-03-12,86021002,10.4
2022-03-12,86027001,8.5
2022-03-12,86039001,10.7
2022-03-12,86097001,10.3
2022-03-12,86137003,11.7
2022-03-12,86165005,10.7
2022-03-12,86272002,11.2
2022-03-12,91200002,11.4
2022-03-12,95690001,11.3
2022-03-13,14066001,11.5
2022-03-13,14126001,11.3
2022-03-13,14137001,11.7
2022-03-13,14216001,11.6
2022-03-13,14296001,11.7
2022-03-13,14357002,11.7
2022-03-13,14366002,10.7
2022-03-13,14372001,11.7
2022-03-13,14501002,11.7
2022-03-13,14577003,11.7
2022-03-13,14578001,11.1
2022-03-13,14624001,11.7
2022-03-13,14659001,11.7
2022-03-13,14762004,11.6
2022-03-13,17218001,11.7
2022-03-13,22005003,11.7
2022-03-13,22092001,11.7
2022-03-13,22113006,11.5
2022-03-13,22147006,11.7
2022-03-13,22168001,11.7
2022-03-13,22219003,11.7
2022-03-13,22247002,11.7
2022-03-13,22261002,11.7
2022-03-13,22266001,11.7
2022-03-13,22282001,11.7
2022-03-13,22372001,11.7
2022-03-13,23089001,11.6
2022-03-13,27056003,9.4
2022-03-13,27100001,11.6
2022-03-13,27347001,11.2
2022-03-13,27422001,11.7
2022-03-13,28002001,11.7
2022-03-13,28041001,11.6
2022-03-13,28064002,10.7
2022-03-13,28070001,11.6
2022-03-13,28078001,11.7
2022-03-13,28190001,11.6
2022-03-13,28196003,11.7
2022-03-13,28198001,11.7
2022-03-13,28206001,11.4
2022-03-13,28214003,11.7
2022-03-13,28215001,11.3
2022-03-13,28239002,11.3
2022-03-13,28252002,11.5
2022-03-13,28305001,11.7
2022-03-13,28380003,11.6
2022-03-13,28406001,11.7
2022-03-13,28407001,11.2
2022-03-13,29021001,11.7
2022-03-13,29075001,11.7
2022-03-13,29120001,11.7
2022-03-13,29151004,11.6
2022-03-13,29155005,11.7
2022-03-13,29155008,11.7
2022-03-13,29163003,11.7
2022-03-13,29178001,11.7
2022-03-13,29214001,11.7
2022-03-13,29216001,11.3
2022-03-13,29236001,11.6
2022-03-13,29249002,11.7
2022-03-13,29263002,11.7
2022-03-13,29264001,11.5
2022-03-13,29276001,11.7
2022-03-13,29277001,11.7
2022-03-13,29293001,11.7
2022-03-13,35005001,11.7
2022-03-13,35057003,11.7
2022-03-13,35110003,11.7
2022-03-13,35162003,11.7
2022-03-13,35202001,11.7
2022-03-13,35228001,11.7
2022-03-13,35238003,11.7
2022-03-13,35281001,11.7
2022-03-13,36006004,11.2
2022-03-13,36018004,11.6
2022-03-13,36035002,11.6
2022-03-13,36037001,11.7
2022-03-13,36063001,11.5
2022-03-13,36085001,11.7
2022-03-13,36088004,11.7
2022-03-13,36089003,11.6
2022-03-13,36093002,11.7
2022-03-13,36107001,11.7
2022-03-13,36127002,11.7
2022-03-13,36128001,11.5
2022-03-13,36136001,11.7
2022-03-13,36146001,11.7
2022-03-13,36173002,11.7
2022-03-13,36219001,11.5
2022-03-13,37003004,11.5
2022-03-13,37023002,11.7
2022-03-13,37055002,11.7
2022-03-13,37067003,11.7
2022-03-13,37072002,11.7
2022-03-13,37107001,11.7
2022-03-13,37109001,11.7
2022-03-13,37122003,11.5
2022-03-13,37129002,11.6
2022-03-13,37179001,11.7
2022-03-13,37192001,11.7
2022-03-13,37213003,11.7
2022-03-13,37213004,11.7
2022-03-13,37216002,11.7
2022-03-13,37240001,11.7
2022-03-13,37242002,11.7
2022-03-13,37249001,11.7
2022-03-13,37253001,11.7
2022-03-13,41053001,11.7
2022-03-13,41097001,2.7
2022-03-13,41152001,11.6
2022-03-13,41173003,11.5
2022-03-13,41281001,11.7
2022-03-13,44020001,11.7
2022-03-13,44069002,11.7
2022-03-13,44103001,11.7
2022-03-13,44110002,11.7
2022-03-13,44117002,11.7
2022-03-13,44181001,11.7
2022-03-13,45055001,11.6
2022-03-13,49008001,11.7
2022-03-13,49020001,11.7
2022-03-13,49099003,11.7
2022-03-13,49138001,11.7
2022-03-13,49173001,11.7
2022-03-13,49188001,11.7
2022-03-13,49191001,11.7
2022-03-13,49248003,11.7
2022-03-13,49331003,11.7
2022-03-13,50020001,11.0
2022-03-13,50111001,11.7
2022-03-13,50209001,11.6
2022-03-13,50215002,11.7
2022-03-13,50277001,11.7
2022-03-13,50410003,11.7
2022-03-13,50484002,11.7
2022-03-13,50509002,11.7
2022-03-13,50514001,11.7
2022-03-13,50615001,11.7
2022-03-13,53083001,11.7
2022-03-13,53096004,11.7
2022-03-13,53110002,11.7
2022-03-13,53116003,11.7
2022-03-13,53130008,11.7
2022-03-13,53159002,11.7
2022-03-13,53185001,11.7
2022-03-13,56004001,11.7
2022-03-13,56007001,11.7
2022-03-13,56009001,11.7
2022-03-13,56017003,11.7
2022-03-13,56069001,11.4
2022-03-13,56127001,11.7
2022-03-13,56137001,11.7
2022-03-13,56151001,11.7
2022-03-13,56159001,11.7
2022-03-13,56165003,11.7
2022-03-13,56166005,11.6
2022-03-13,56185001,11.7
2022-03-13,56240003,11.7
2022-03-13,56243001,11.7
2022-03-13,60322001,11.7
2022-03-13,60566001,11.5
2022-03-13,61001001,11.7
2022-03-13,61006005,11.7
2022-03-13,61169003,11.6
2022-03-13,61179001,11.7
2022-03-13,61214002,11.5
2022-03-13,61275001,11.5
2022-03-13,61387001,11.7
2022-03-13,61404001,11.4
2022-03-13,61426001,11.7
2022-03-13,61485002,11.5
2022-03-13,61491002,11.4
2022-03-13,62054001,11.7
2022-03-13,62076002,11.4
2022-03-13,62160001,11.7
2022-03-13,62548002,11.7
2022-03-13,62826001,11.6
2022-03-13,72086001,11.7
2022-03-13,72172003,11.7
2022-03-13,72175002,11.7
2022-03-13,72181001,11.5
2022-03-13,72255001,11.7
2022-03-13,72264001,11.7
2022-03-13,72284001,11.7
2022-03-13,72361001,11.7
2022-03-13,76116001,11.7
2022-03-13,76130001,11.6
2022-03-13,76171001,11.7
2022-03-13,76208001,11.7
2022-03-13,76217001,11.7
2022-03-13,76228001,11.7
2022-03-13,76473001,11.7
2022-03-13,76481001,11.6
2022-03-13,76552001,11.6
2022-03-13,76746001,11.7
2022-03-13,78354001,11.6
2022-03-13,78465001,11.7
2022-03-13,78562001,11.2
2022-03-13,79049004,11.7
2022-03-13,79079013,11.7
2022-03-13,79134001,11.7
2022-03-13,79191005,11.7
2022-03-13,79202003,11.7
2022-03-13,79215001,11.7
2022-03-13,79270003,11.7
2022-03-13,79309001,11.7
2022-03-13,79320002,11.7
2022-03-13,79326004,11.7
2022-03-13,79329001,11.7
2022-03-13,80001001,11.7
2022-03-13,80182003,11.7
2022-03-13,80606002,11.7
2022-03-13,85060002,11.7
2022-03-13,85092004,11.7
2022-03-13,85097001,11.7
2022-03-13,85104001,11.7
2022-03-13,85113001,11.7
2022-03-13,85152001,11.7
2022-03-13,85153002,11.7
2022-03-13,85163001,11.7
2022-03-13,85169002,11.7
2022-03-13,85172001,11.7
2022-03-13,85182004,11.7
2022-03-13,85191003,11.7
2022-03-13,85215002,11.7
2022-03-13,85216001,11.7
2022-03-13,86009001,11.7
2022-03-13,86021002,11.7
2022-03-13,86027001,11.7
2022-03-13,86039001,11.7
2022-03-13,86097001,11.7
2022-03-13,86137003,11.7
2022-03-13,86165005,11.7
2022-03-13,86272002,11.6
2022-03-13,91200002,10.9
2022-03-13,95690001,11.7
2022-03-14,14066001,11.7
2022-03-14,14126001,11.7
2022-03-14,14137001,11.7
2022-03-14,14216001,11.7
2022-03-14,14296001,11.7
2022-03-14,14357002,11.7
2022-03-14,14366002,11.7
2022-03-14,14372001,11.7
2022-03-14,14501002,11.7
2022-03-14,14577003,11.7
2022-03-14,14578001,11.7
2022-03-14,14624001,11.7
2022-03-14,14659001,11.7
2022-03-14,14762004,11.7
2022-03-14,17218001,11.1
2022-03-14,22005003,10.9
2022-03-14,22092001,10.2
2022-03-14,22113006,11.5
2022-03-14,22147006,11.0
2022-03-14,22168001,11.6
2022-03-14,22219003,10.3
2022-03-14,22247002,11.7
2022-03-14,22261002,11.6
2022-03-14,22266001,8.7
2022-03-14,22282001,11.5
2022-03-14,22372001,11.1
2022-03-14,23089001,11.6
2022-03-14,27056003,11.7
2022-03-14,27100001,11.7
2022-03-14,27347001,11.7
2022-03-14,27422001,11.7
2022-03-14,28002001,11.7
2022-03-14,28041001,11.7
2022-03-14,28064002,11.7
2022-03-14,28070001,11.7
2022-03-14,28078001,11.6
2022-03-14,28190001,11.7
2022-03-14,28196003,11.6
2022-03-14,28198001,11.7
2022-03-14,28206001,11.7
2022-03-14,28214003,11.7
2022-03-14,28215001,11.6
2022-03-14,28239002,11.7
2022-03-14,28252002,11.7
2022-03-14,28305001,11.7
2022-03-14,28380003,11.7
2022-03-14,28406001,11.7
2022-03-14,28407001,11.7
2022-03-14,29021001,10.0
2022-03-14,29075001,8.1
2022-03-14,29120001,8.1
2022-03-14,29151004,10.7
2022-03-14,29155005,7.2
2022-03-14,29155008,7.2
2022-03-14,29163003,8.9
2022-03-14,29178001,7.0
2022-03-14,29214001,8.1
2022-03-14,29216001,7.6
2022-03-14,29236001,8.4
2022-03-14,29249002,7.7
2022-03-14,29263002,7.4
2022-03-14,29264001,9.4
2022-03-14,29276001,10.4
2022-03-14,29277001,8.0
2022-03-14,29293001,8.9
2022-03-14,35005001,10.6
2022-03-14,35057003,10.7
2022-03-14,35110003,10.6
2022-03-14,35162003,11.4
2022-03-14,35202001,10.9
2022-03-14,35228001,11.4
2022-03-14,35238003,10.9
2022-03-14,35281001,10.9
2022-03-14,36006004,11.7
2022-03-14,36018004,11.7
2022-03-14,36035002,11.6
2022-03-14,36037001,11.7
2022-03-14,36063001,11.7
2022-03-14,36085001,11.7
2022-03-14,36088004,11.7
2022-03-14,36089003,11.7
2022-03-14,36093002,11.7
2022-03-14,36107001,11.7
2022-03-14,36127002,11.7
2022-03-14,36128001,11.7
2022-03-14,36136001,11.7
2022-03-14,36146001,11.7
2022-03-14,36173002,11.7
2022-03-14,36219001,11.7
2022-03-14,37003004,11.7
2022-03-14,37023002,11.7
2022-03-14,37055002,11.5
2022-03-14,37067003,11.6
2022-03-14,37072002,11.7
2022-03-14,37107001,11.6
2022-03-14,37109001,11.5
2022-03-14,37122003,11.6
2022-03-14,37129002,11.7
2022-03-14,37179001,11.7
2022-03-14,37192001,11.7
2022-03-14,37213003,11.6
2022-03-14,37213004,11.6
2022-03-14,37216002,11.5
2022-03-14,37240001,11.7
2022-03-14,37242002,11.7
2022-03-14,37249001,11.4
2022-03-14,37253001,11.7
2022-03-14,41053001,11.6
2022-03-14,41152001,11.7
2022-03-14,41173003,11.7
2022-03-14,41281001,11.7
2022-03-14,44020001,10.7
2022-03-14,44069002,10.4
2022-03-14,44103001,10.3
2022-03-14,44110002,10.5
2022-03-14,44117002,10.9
2022-03-14,44181001,10.4
2022-03-14,45055001,11.3
2022-03-14,49008001,10.6
2022-03-14,49020001,11.5
2022-03-14,49099003,11.0
2022-03-14,49138001,11.7
2022-03-14,49173001,11.7
2022-03-14,49188001,11.6
2022-03-14,49191001,11.7
2022-03-14,49248003,10.3
2022-03-14,49331003,10.8
2022-03-14,50020001,11.7
2022-03-14,50111001,11.7
2022-03-14,50209001,11.7
2022-03-14,50215002,11.7
2022-03-14,50277001,11.6
2022-03-14,50410003,11.4
2022-03-14,50484002,11.4
2022-03-14,50509002,11.7
2022-03-14,50514001,11.7
2022-03-14,50615001,11.7
2022-03-14,53083001,11.7
2022-03-14,53096004,11.2
2022-03-14,53110002,11.7
2022-03-14,53116003,11.7
2022-03-14,53130008,11.4
2022-03-14,53159002,11.7
2022-03-14,53185001,11.7
2022-03-14,56004001,9.7
2022-03-14,56007001,10.1
2022-03-14,56009001,10.5
2022-03-14,56017003,8.9
2022-03-14,56069001,9.9
2022-03-14,56127001,10.7
2022-03-14,56137001,9.3
2022-03-14,56151001,9.4
2022-03-14,56159001,9.5
2022-03-14,56165003,10.4
2022-03-14,56166005,8.9
2022-03-14,56185001,9.6
2022-03-14,56240003,10.4
2022-03-14,56243001,9.6
2022-03-14,60322001,11.7
2022-03-14,60566001,11.6
2022-03-14,61001001,11.6
2022-03-14,61006005,11.7
2022-03-14,61169003,11.7
2022-03-14,61179001,11.7
2022-03-14,61214002,11.7
2022-03-14,61275001,11.7
2022-03-14,61387001,11.7
2022-03-14,61404001,11.7
2022-03-14,61426001,11.7
2022-03-14,61485002,11.7
2022-03-14,61491002,11.6
2022-03-14,62054001,11.7
2022-03-14,62076002,11.7
2022-03-14,62160001,11.7
2022-03-14,62548002,11.7
2022-03-14,62826001,11.7
2022-03-14,72086001,11.7
2022-03-14,72172003,11.7
2022-03-14,72175002,11.6
2022-03-14,72181001,11.7
2022-03-14,72255001,11.6
2022-03-14,72264001,11.7
2022-03-14,72284001,11.6
2022-03-14,72361001,11.7
2022-03-14,76116001,11.7
2022-03-14,76130001,11.7
2022-03-14,76171001,11.7
2022-03-14,76208001,11.6
2022-03-14,76217001,11.7
2022-03-14,76228001,11.7
2022-03-14,76473001,11.6
2022-03-14,76481001,11.7
2022-03-14,76552001,11.7
2022-03-14,76746001,11.7
2022-03-14,78354001,11.7
2022-03-14,78465001,11.7
2022-03-14,78562001,11.7
2022-03-14,79049004,11.1
2022-03-14,79079013,10.8
2022-03-14,79134001,11.6
2022-03-14,79191005,11.5
2022-03-14,79202003,11.4
2022-03-14,79215001,10.9
2022-03-14,79270003,11.6
2022-03-14,79309001,10.6
2022-03-14,79320002,11.3
2022-03-14,79326004,11.7
2022-03-14,79329001,11.7
2022-03-14,80001001,11.7
2022-03-14,80182003,11.7
2022-03-14,80606002,11.6
2022-03-14,85060002,11.3
2022-03-14,85092004,11.1
2022-03-14,85097001,10.4
2022-03-14,85104001,11.1
2022-03-14,85113001,10.7
2022-03-14,85152001,10.6
2022-03-14,85153002,10.1
2022-03-14,85163001,10.5
2022-03-14,85169002,10.3
2022-03-14,85172001,10.5
2022-03-14,85182004,10.5
2022-03-14,85191003,10.1
2022-03-14,85215002,10.0
2022-03-14,85216001,11.2
2022-03-14,86009001,11.5
2022-03-14,86021002,11.7
2022-03-14,86027001,11.7
2022-03-14,86039001,11.7
2022-03-14,86097001,11.7
2022-03-14,86137003,11.7
2022-03-14,86165005,11.7
2022-03-14,86272002,11.6
2022-03-14,91200002,11.6
2022-03-14,95690001,11.7
2022-03-15,14066001,11.9
2022-03-15,14126001,11.9
2022-03-15,14137001,11.9
2022-03-15,14216001,11.9
2022-03-15,14296001,10.8
2022-03-15,14357002,11.6
2022-03-15,14366002,11.9
2022-03-15,14372001,11.4
2022-03-15,14501002,11.7
2022-03-15,14577003,11.7
2022-03-15,14578001,11.4
2022-03-15,14624001,11.8
2022-03-15,14659001,11.9
2022-03-15,14762004,11.2
2022-03-15,17218001,8.9
2022-03-15,22005003,11.4
2022-03-15,22092001,9.7
2022-03-15,22113006,11.4
2022-03-15,22147006,11.6
2022-03-15,22168001,11.6
2022-03-15,22219003,11.0
2022-03-15,22247002,11.5
2022-03-15,22261002,11.5
2022-03-15,22266001,10.5
2022-03-15,22282001,11.7
2022-03-15,22372001,10.9
2022-03-15,23089001,10.8
2022-03-15,27056003,11.7
2022-03-15,27100001,11.7
2022-03-15,27347001,11.9
2022-03-15,27422001,11.7
2022-03-15,28002001,11.4
2022-03-15,28041001,11.9
2022-03-15,28064002,11.9
2022-03-15,28070001,11.5
2022-03-15,28078001,11.3
2022-03-15,28190001,11.9
2022-03-15,28196003,11.9
2022-03-15,28198001,11.4
2022-03-15,28206001,11.7
2022-03-15,28214003,11.6
2022-03-15,28215001,11.8
2022-03-15,28239002,11.9
2022-03-15,28252002,11.9
2022-03-15,28305001,11.5
2022-03-15,28380003,11.7
2022-03-15,28406001,11.8
2022-03-15,28407001,11.7
2022-03-15,29021001,10.9
2022-03-15,29075001,10.4
2022-03-15,29120001,10.8
2022-03-15,29151004,11.3
2022-03-15,29155005,11.3
2022-03-15,29155008,11.3
2022-03-15,29163003,10.7
